date,HP_index,dHP_log
2010Q3,99.2151,-2.145145484935007
2010Q4,98.3728,-0.852587736665189
2011Q1,96.6728,-1.743226250665053
2011Q2,97.2068,0.5508587291608968
2011Q3,97.5834,0.3866729119131662
2011Q4,97.476,-0.11012031294388436
2012Q1,98.359,0.9017856705048288
2012Q2,100.8694,2.5202560236964544
2012Q3,102.89,1.9833845588888899
2012Q4,105.1523,2.17493190357958
2013Q1,107.8099,2.495971556934151
2013Q2,110.604,2.5586763806671797
2013Q3,113.3712,2.4711135984757604
2013Q4,115.5609,1.913027294541525
2014Q1,117.078,1.304271561121606
2014Q2,117.8362,0.6455145178777322
2014Q3,119.3823,1.3035424243963867
2014Q4,121.2165,1.52472542193971
2015Q1,122.7554,1.2615554577322108
2015Q2,124.1862,1.1588294654593767
2015Q3,125.9529,1.412597532850146
2015Q4,127.8146,1.4672748876520814
2016Q1,129.3636,1.204626777517337
2016Q2,130.8147,1.1154773834275211
2016Q3,132.6293,1.3776200622283241
2016Q4,134.708,1.5551454240795515
2017Q1,136.5226,1.3380695793231645
2017Q2,138.4663,1.4136806034572125
2017Q3,140.582,1.5163973701025846
2017Q4,142.8312,1.5872565014197093
2018Q1,145.0513,1.5423959518453323
2018Q2,146.7179,1.142422247462349
