date,GFCF,INVR
2003Q2,974371.0,3.0256218305778626
2003Q3,987168.0,1.313360106160788
2003Q4,998060.0,1.1033582936237796
2004Q1,986221.0,-1.1862012303869518
2004Q2,1012142.0,2.6283155601026564
2004Q3,1043435.0,3.091759851878484
2004Q4,1077451.0,3.26000182090882
2005Q1,1113570.0,3.3522638152454265
2005Q2,1142322.0,2.5819661090007884
2005Q3,1173855.0,2.760430071380915
2005Q4,1195261.0,1.823564239194786
2006Q1,1245855.0,4.232883027221668
2006Q2,1276056.0,2.4241183765365992
2006Q3,1305086.0,2.274978527588134
2006Q4,1323871.0,1.4393687465806826
2007Q1,1348045.0,1.8260087274364345
2007Q2,1379713.0,2.3491797380651214
2007Q3,1396974.0,1.2510572851020418
2007Q4,1413650.0,1.1937230041503932
2008Q1,1433292.0,1.3894528348601165
2008Q2,1445374.0,0.8429545410146622
2008Q3,1432868.0,-0.8652431827333218
2008Q4,1378874.0,-3.768246621461291
2009Q1,1259621.0,-8.64857847780145
2009Q2,1194910.0,-5.137338929725688
2009Q3,1174112.0,-1.7405494974516933
2009Q4,1177235.0,0.26598825325012676
2010Q1,1182835.0,0.4756909198248449
2010Q2,1234758.0,4.389707778346086
2010Q3,1275769.0,3.3213795739732044
2010Q4,1310843.0,2.74924378943211
2011Q1,1312606.0,0.13449360449726555
2011Q2,1357734.0,3.4380461463683787
2011Q3,1424560.0,4.921877186547596
2011Q4,1469034.0,3.1219464255629825
2012Q1,1513758.0,3.0444496179121705
2012Q2,1553281.0,2.6109193147121346
2012Q3,1550817.0,-0.15863195390917184
2012Q4,1554393.0,0.23058813515715038
2013Q1,1552634.0,-0.11316314471307987
2013Q2,1565652.0,0.8384461502195517
2013Q3,1601323.0,2.2783479342791457
2013Q4,1643874.0,2.657240294431551
2014Q1,1698778.0,3.339915346309996
2014Q2,1758988.0,3.544312441060571
2014Q3,1798867.0,2.267155887362504
2014Q4,1813670.0,0.8229068630421166
2015Q1,1804147.0,-0.5250679561331406
2015Q2,1801315.0,-0.15697168800546946
2015Q3,1806280.0,0.275631968867196
2015Q4,1795673.0,-0.5872290010408121
2016Q1,1790992.0,-0.26068220661557007
2016Q2,1817682.0,1.4902355789417232
2016Q3,1841628.0,1.3173921511023368
2016Q4,1856867.0,0.8274743867925594
2017Q1,1869010.0,0.6539509830267853
2017Q2,1906444.0,2.002878529274854
2017Q3,1926385.0,1.0459787961251354
2017Q4,1977370.0,2.6466672030772687
2018Q1,2047062.0,3.524479485377041
2018Q2,2076798.0,1.452618435592079
