,R,CGDP,CPIR,INVR,HP,IR,ROP,IROR,LSOI,RGDP,RGDP,MA,TOBQ
2001Q3,1.0,140.4,0.2822732404968109,-1.5234989150348932,1.8800874951065083,2.887726759503189,226.777,-1.61689235293437e-05,111.072,14214.516,-0.4006391953190746,46.2,1.158
2001Q4,0.0,141.4,-0.075060987051978,-3.887698755653657,1.6477314765293016,1.985060987051978,220.458,-6.383561027754122e-05,110.498,14253.574,0.2747754478590769,45.3,1.277
2002Q1,0.0,142.0,0.3192488262910853,-3.617807213060742,1.7938767516000098,1.4007511737089149,212.094,7.445577817951889e-05,108.748,14372.785,0.8363586564324121,52.4,1.284
2002Q2,0.0,143.2,0.7862223886184738,-2.505557562099714,2.569882876039564,0.923777611381526,203.887,2.203340450158645e-05,109.038,14460.848,0.6127065840058066,53.6,1.103
2002Q3,0.0,144.2,0.538632986627019,-1.1691927519232648,2.522134283781341,1.101367013372981,196.473,1.4741963835717543e-05,108.494,14519.633,0.4065114300350947,50.5,0.9135
2002Q4,0.0,145.6,0.5911694069832052,-0.9197900036322816,2.0110140553674327,0.7388305930167949,188.933,5.812239381833395e-05,108.462,14537.58,0.123605052551956,51.6,0.9102
2003Q1,0.0,146.1,1.028466483011936,0.7889355072131732,2.010765506845491,0.1315335169880638,181.781,-6.911589320882588e-06,107.592,14614.141,0.5266419858050542,46.3,0.8542
2003Q2,0.0,148.5,-0.1636066169787176,3.0256218305778626,2.126311188622232,1.2036066169787176,176.932,2.372385914776289e-05,107.826,14743.567,0.885621672871495,49.0,0.9752
2003Q3,0.0,149.2,0.7465404224326067,1.313360106160788,2.8624599203221024,0.1834595775673934,171.287,3.0438648570187667e-05,106.741,14988.782,1.663199956971062,52.4,1.013
2003Q4,0.0,149.3,0.3795409362009838,1.1033582936237796,3.219560519680797,0.5404590637990162,166.791,1.888176457262197e-05,106.879,15162.76,1.160721398176312,60.1,1.158
2004Q1,0.0,149.7,0.8462369463449804,-1.1862012303869518,3.338870826839724,0.0737630536550196,161.965,5.9572744208311226e-05,105.993,15248.68,0.5666514539569345,60.6,1.14
2004Q2,0.0,150.6,0.785574004642009,2.6283155601026564,3.8860436414884343,0.2944259953579911,160.58,3.4812375654314314e-05,106.388,15366.85,0.7749523237421174,60.5,1.1
2004Q3,0.0,151.4,0.6377325066430517,3.091759851878484,3.348743657836639,0.8522674933569483,161.078,3.29643354111788e-05,107.155,15512.619,0.9485938887930924,57.4,1.018
2004Q4,0.0,153.2,1.073754620665368,3.26000182090882,3.697143012178472,0.9362453793346316,165.715,-9.964307689878348e-06,106.095,15670.88,1.0202081286209586,57.2,1.101
2005Q1,0.0,153.3,0.5050505050504972,3.3522638152454265,4.036880520526953,2.034949494949503,171.913,6.228319952296962e-05,104.707,15844.727,1.1093633541958248,54.9,1.086
2005Q2,0.0,154.8,0.6757927568878719,2.5819661090007884,3.8863876806129127,2.184207243112128,175.779,5.413704778011997e-05,104.688,15922.782,0.4926244548107306,52.6,1.067
2005Q3,0.0,156.0,1.5146299483648873,2.760430071380915,3.400960157993893,1.8453700516351128,177.154,-4.052043241857833e-05,104.315,16047.587,0.7838140345072908,56.5,1.076
2005Q4,0.0,157.3,0.9325194981349538,1.823564239194786,2.7393154090025185,2.8974805018650462,175.067,9.774326332232116e-05,103.981,16136.734,0.5555165396517348,54.9,1.035
2006Q1,0.0,159.0,0.5207458424324019,4.232883027221668,1.8470219023033247,3.869254157567598,171.815,8.037452623811632e-06,104.602,16353.835,1.3453837684874737,54.7,1.089
2006Q2,0.0,160.9,0.9024064171123004,2.4241183765365992,-0.7187900925639035,3.7975935828877,175.397,-1.3822816636883053e-05,103.952,16396.151,0.25875276349554,52.4,1.006
2006Q3,0.0,162.3,0.9440211990725532,2.274978527588134,-0.749703189038442,3.965978800927447,183.804,6.668087012765242e-05,103.933,16420.738,0.1499559256315619,51.8,1.002
2006Q4,0.0,163.9,-0.410172272354381,1.4393687465806826,-0.0083785425574411,5.310172272354381,201.266,-4.49946434923992e-05,104.823,16561.866,0.8594498006118778,52.0,1.052
2007Q1,0.0,164.9,0.9803953871499128,1.8260087274364345,-0.982176644077537,3.999604612850088,226.705,-2.4901328740082435e-05,106.073,16611.69,0.3008356667056455,51.2,1.062
2007Q2,0.0,167.5,1.1325538256728551,2.3491797380651214,-3.0151683482818825,3.607446174327145,250.027,2.05905393961182e-05,104.952,16713.314,0.6117619579946387,53.2,1.103
2007Q3,0.0,169.2,0.6330124715071772,1.2510572851020418,-2.804368441730176,3.666987528492823,274.223,-6.708077151308739e-05,104.096,16809.587,0.5760257959612325,50.4,1.098
2007Q4,1.0,170.6,1.2266417875755442,1.1937230041503932,-3.249147995845103,2.163358212424456,296.538,1.0644700753704069e-05,104.334,16915.191,0.6282367318126258,48.7,1.043
2008Q1,1.0,171.4,1.083188565076032,1.3894528348601165,-3.979842974187964,0.956811434923968,316.924,-4.415441444508984e-05,105.77,16843.003,-0.4267643208994753,49.1,0.9784
2008Q2,1.0,171.2,1.3009373203260566,0.8429545410146622,-4.631213873810669,0.3290626796739433,330.362,-5.256204328049761e-06,104.3,16943.291,0.5954282618129358,50.0,1.0
2008Q3,1.0,172.0,1.5418805375084998,-0.8652431827333218,-4.541652124520734,-0.0518805375084998,331.896,7.586719089657445e-05,104.231,16854.295,-0.5252580505168858,43.2,0.8735
2008Q4,1.0,170.7,-2.2901902729738577,-3.768246621461291,-5.274229463915869,2.590190272973857,323.4,-0.000102876848543,106.13,16485.35,-2.189026595298116,33.3,0.7199
2009Q1,1.0,170.3,-0.6878696149613561,-8.64857847780145,-2.951985329761264,0.8978696149613561,310.407,-6.896814674742727e-05,102.041,16298.262,-1.1348742974823025,36.6,0.6534
2009Q2,0.0,170.9,0.5317571056592474,-5.137338929725688,-0.0021759750594263,-0.3617571056592473,301.832,-3.770328825776675e-05,102.951,16269.145,-0.1786509506351064,44.7,0.8185
2009Q3,0.0,171.1,0.8603933360498583,-1.7405494974516933,0.2809023904417174,-0.7003933360498583,296.427,3.146616374971549e-05,102.03,16326.281,0.3511923951750484,53.2,0.9983
2009Q4,0.0,169.5,0.7829333531466087,0.2659882532501267,0.5829853712848276,-0.7229333531466087,297.44,0.0001035692493107,100.997,16502.754,1.0809136508185713,56.4,1.046
2010Q1,0.0,167.5,0.1585034327051593,0.4756909198248449,-0.9205787041215884,-0.0485034327051593,301.273,8.206238849838471e-05,99.433,16582.71,0.4845009505686004,59.3,1.095
2010Q2,0.0,165.0,-0.0352694741168169,4.389707778346086,0.3168785545439867,0.1852694741168169,304.529,2.0379979115371973e-05,99.828,16743.162,0.9675861183124024,56.0,0.9061
2010Q3,0.0,162.9,0.2931467175544489,3.3213795739732044,-2.145145484935007,-0.1331467175544488,305.388,9.191051401988484e-05,99.616,16872.266,0.7710849360473171,56.4,1.014
2010Q4,0.0,160.7,0.8097240300212638,2.74924378943211,-0.852587736665189,-0.6697240300212638,304.717,-3.884311858190611e-05,99.121,16960.864,0.5251102608268665,57.3,1.298
2011Q1,0.0,159.0,1.0672177236431102,0.1344936044972655,-1.743226250665053,-0.9372177236431102,301.82,-6.457920286318162e-05,101.255,16920.632,-0.2372048971090112,59.3,1.357
2011Q2,0.0,157.7,1.1370135904199108,3.4380461463683787,0.5508587291608968,-1.0870135904199107,300.594,9.72911876946048e-05,99.687,17035.114,0.6765822931436682,55.8,1.314
2011Q3,0.0,156.8,0.6520658151564662,4.921877186547596,0.3866729119131662,-0.6320658151564662,301.649,1.417796128160613e-05,100.104,17031.313,-0.0223127359171404,53.2,1.106
2011Q4,0.0,156.1,0.4489026659863393,3.1219464255629825,-0.1101203129438843,-0.4389026659863393,303.139,2.8704017815220868e-05,97.84,17222.583,1.1230490567579965,52.9,1.232
2012Q1,0.0,154.5,0.5631718496290183,3.0444496179121705,0.9017856705048288,-0.4931718496290183,306.69,2.0861282342766035e-05,99.258,17367.01,0.838590819971663,53.0,1.378
2012Q2,0.0,153.4,0.2111016704186008,2.6109193147121346,2.5202560236964544,-0.1211016704186008,308.752,1.6148622176883603e-05,98.803,17444.525,0.4463347461653111,51.0,1.309
2012Q3,0.0,153.0,0.4514702283137106,-0.1586319539091718,1.9833845588888896,-0.3514702283137106,308.786,-3.712790332030332e-05,98.591,17469.65,0.1440279973229374,52.2,1.363
2012Q4,0.0,152.7,0.6649524381347582,0.2305881351571503,2.17493190357958,-0.5749524381347583,307.44,2.038578039491158e-05,101.167,17489.852,0.1156405537603655,50.4,1.362
2013Q1,0.0,151.5,0.4019547390319733,-0.1131631447130798,2.495971556934151,-0.3119547390319733,302.806,3.940803219947623e-05,98.992,17662.4,0.9865606638638448,51.5,1.524
2013Q2,0.0,151.6,-0.1094851757359127,0.8384461502195517,2.55867638066718,0.1594851757359127,300.454,-1.12961927839703e-05,99.71,17709.671,0.2676363348129262,52.5,1.498
2013Q3,0.0,151.6,0.540843370897881,2.2783479342791457,2.4711135984757604,-0.510843370897881,299.709,-1.91097590731056e-05,98.29,17860.45,0.851393569084391,56.0,1.532
2013Q4,0.0,151.6,0.3697671095870936,2.657240294431551,1.913027294541525,-0.3097671095870936,302.379,1.5097085137747332e-06,97.562,18016.147,0.8717417534272576,56.5,1.645
2014Q1,0.0,151.5,0.6227864390565996,3.339915346309996,1.304271561121606,-0.5727864390565995,305.695,-4.688517125152496e-05,99.981,17953.974,-0.3450959852847712,53.7,1.695
2014Q2,0.0,151.2,0.5310788653529741,3.544312441060571,0.6455145178777322,-0.5010788653529741,309.141,6.988496005913152e-05,98.313,18185.911,1.2918421292132942,55.3,1.768
2014Q3,0.0,150.4,0.2558340146661342,2.267155887362504,1.303542424396387,-0.2258340146661342,312.482,5.935742826671232e-05,97.572,18406.941,1.2153914093167906,56.6,1.726
2014Q4,0.0,150.6,-0.2484437176724863,0.8229068630421166,1.52472542193971,0.2684437176724863,315.302,4.261503205362924e-06,99.037,18500.031,0.5057331362120498,55.1,1.785
2015Q1,0.0,149.9,-0.6472810677323193,-0.5250679561331406,1.2615554577322108,0.6772810677323193,318.652,-3.144142321185433e-05,99.693,18666.621,0.9004849775657187,51.5,1.342
2015Q2,0.0,150.7,0.6819485458137597,-0.1569716880054694,1.1588294654593767,-0.6619485458137597,322.344,-2.093681483964849e-05,99.533,18782.243,0.6194050867588619,53.5,1.31
2015Q3,0.0,151.0,0.3777008777852808,0.275631968867196,1.412597532850146,-0.3377008777852808,326.383,2.2216509575012536e-05,99.681,18857.418,0.4002450612528241,50.2,1.198
2015Q4,0.0,150.8,-0.0075676357444653,-0.5872290010408121,1.4672748876520814,0.1275676357444654,330.769,-2.403930239057201e-05,100.174,18892.206,0.1844791264636436,48.0,1.255
2016Q1,0.0,151.4,-0.0620873399288846,-0.26068220661557,1.204626777517337,0.3520873399288846,335.492,8.36168741319317e-06,99.909,19001.69,0.5795194060450148,51.8,1.293
2016Q2,0.0,152.1,0.7997834708611151,1.4902355789417232,1.1154773834275211,-0.5397834708611151,340.739,-5.946039767203786e-05,99.458,19062.709,0.3211240684381167,53.2,1.29
2016Q3,0.0,153.0,0.4244745544826012,1.3173921511023368,1.377620062228324,-0.1244745544826012,346.507,5.996601754106031e-06,99.306,19197.938,0.7093902550786346,51.5,1.268
2016Q4,0.0,152.5,0.6347825364148019,0.8274743867925594,1.5551454240795517,-0.2047825364148018,352.802,-3.175797008276009e-06,99.274,19304.352,0.5542991127484687,54.5,1.284
2017Q1,0.0,152.7,0.7037406181684025,0.6539509830267853,1.3380695793231645,-0.1137406181684025,352.265,1.834194934736764e-05,99.721,19398.343,0.4868902100417571,57.2,1.327
2017Q2,0.0,153.4,0.1153768338628236,2.002878529274854,1.4136806034572125,0.7746231661371764,351.937,5.970152197986236e-06,100.101,19506.949,0.5598725623111145,57.8,1.264
2017Q3,0.0,153.4,0.4780435851220677,1.0459787961251354,1.5163973701025846,0.5619564148779324,351.798,-2.176958668252514e-05,100.062,19660.766,0.7885241305547019,60.8,1.338
2017Q4,0.0,154.1,0.7955306776687543,2.6466672030772687,1.5872565014197093,0.4144693223312456,351.852,2.2488287432276828e-05,100.127,19882.352,1.1270466267692791,59.3,1.364
2018Q1,0.0,153.3,0.8426417154837162,3.524479485377041,1.5423959518453323,0.7173582845162838,351.932,9.86576010964819e-06,99.831,20044.077,0.8134098018182323,59.3,1.354
2018Q2,0.0,153.9,0.5444105004913213,1.452618435592079,1.142422247462349,1.2955894995086787,354.553,2.840993013103965e-05,99.597,20150.476,0.5308251410129694,60.2,1.395
