date,profits_nom,inv_nom,gdpdef,profits_real,inv_real,d_profits_real,inv_real_lag,IROR,IROR_pct
2001Q4,611.144,1019789.0,74.792,817.1248261846187,1363500.1069633116,-90.84480819398595,1423105.5017570213,-6.383561027754122e-05,-0.006383561027754121
2002Q1,689.232,982895.0,75.027,918.6452876964292,1310055.0468498007,101.5204615118106,1363500.1069633116,7.445577817951889e-05,0.007445577817951889
2002Q2,713.371,958268.0,75.289,947.5102604630157,1272786.19718684,28.864972766586448,1310055.0468498007,2.203340450158645e-05,0.002203340450158645
2002Q3,730.986,947064.0,75.65,966.2736285525446,1251902.1810971578,18.763368089528853,1272786.19718684,1.4741963835717543e-05,0.0014741963835717543
2002Q4,790.593,938353.0,76.089,1039.0371801443048,1233230.821800786,72.76355159176023,1251902.1810971578,5.812239381833395e-05,0.005812239381833395
2003Q1,787.941,945756.0,76.461,1030.5135951661632,1236912.9360065917,-8.523584978141571,1233230.821800786,-6.911589320882588e-06,-0.0006911589320882588
2003Q2,813.229,974371.0,76.73,1059.8579434380295,1269869.672878926,29.344348271866238,1236912.9360065917,2.3723859147762895e-05,0.0023723859147762893
2003Q3,847.71,987168.0,77.169,1098.5110601407303,1279228.7058274697,38.6531167027008,1269869.672878926,3.0438648570187667e-05,0.0030438648570187666
2003Q4,871.626,998060.0,77.639,1122.6651553987044,1285513.7237728462,24.154095257974177,1279228.7058274697,1.8881764572621975e-05,0.0018881764572621974
2004Q1,937.727,986221.0,78.193,1199.2467356412978,1261265.0748788253,76.58158024259342,1285513.7237728462,5.9572744208311226e-05,0.005957274420831123
2004Q2,979.904,1012142.0,78.824,1243.1543692276464,1284053.080280118,43.90763358634854,1261265.0748788253,3.4812375654314314e-05,0.0034812375654314316
2004Q3,1019.696,1043435.0,79.324,1285.4823256517575,1315408.9556754576,42.32795642411111,1284053.080280118,3.29643354111788e-05,0.00329643354111788
2004Q4,1017.124,1077451.0,79.939,1272.3751860793857,1347841.479127835,-13.107139572371807,1315408.9556754576,-9.964307689878347e-06,-0.0009964307689878348
2005Q1,1092.898,1113570.0,80.578,1356.3230658492391,1381977.7110377522,83.94787976985344,1347841.479127835,6.228319952296962e-05,0.006228319952296962
2005Q2,1161.484,1142322.0,81.158,1431.1392592227508,1407528.5246063236,74.81619337351162,1381977.7110377522,5.413704778011997e-05,0.005413704778011997
2005Q3,1125.365,1173855.0,81.898,1374.105594764219,1433313.3898263695,-57.0336644585318,1407528.5246063236,-4.052043241857833e-05,-0.004052043241857833
2005Q4,1250.292,1195261.0,82.571,1514.2023228494265,1447555.4371389472,140.0967280852076,1433313.3898263695,9.774326332232116e-05,0.009774326332232117
2006Q1,1268.825,1245855.0,83.156,1525.8369810957718,1498214.199817211,11.634658246345225,1447555.4371389472,8.037452623811632e-06,0.0008037452623811632
2006Q2,1262.531,1276056.0,83.882,1505.127440928924,1521251.2815621945,-20.709540166847773,1498214.199817211,-1.3822816636883053e-05,-0.0013822816636883052
2006Q3,1357.034,1305086.0,84.468,1606.5658000662975,1545065.586967846,101.43835913737348,1521251.2815621945,6.668087012765242e-05,0.006668087012765242
2006Q4,1302.954,1323871.0,84.77,1537.0461248083047,1561721.1277574613,-69.51967525799273,1545065.586967846,-4.4994643492399194e-05,-0.004499464349239919
2007Q1,1282.063,1348045.0,85.576,1498.157193605684,1575260.5870804898,-38.888931202620824,1561721.1277574613,-2.4901328740082435e-05,-0.0024901328740082433
2007Q2,1318.927,1379713.0,86.171,1530.592658783117,1601133.792111035,32.435465177433116,1575260.5870804898,2.0590539396118202e-05,0.00205905393961182
2007Q3,1233.078,1396974.0,86.642,1423.1873687126335,1612351.977101175,-107.40529007048349,1601133.792111035,-6.708077151308739e-05,-0.006708077151308739
2007Q4,1253.004,1413650.0,86.993,1440.3503730185187,1625015.8058694378,17.163004305885124,1612351.977101175,1.0644700753704069e-05,0.0010644700753704068
2008Q1,1194.992,1433292.0,87.315,1368.5987516463379,1641518.6394090364,-71.75162137218081,1625015.8058694378,-4.415441444508984e-05,-0.004415441444508983
2008Q2,1193.211,1445374.0,87.738,1359.9705942693017,1647375.1396202329,-8.628157377036132,1641518.6394090364,-5.256204328049761e-06,-0.0005256204328049761
2008Q3,1312.683,1432868.0,88.399,1484.952318465141,1620909.73879795,124.9817241958392,1647375.1396202329,7.586719089657445e-05,0.007586719089657445
2008Q4,1168.095,1378874.0,88.613,1318.1982327649444,1556062.88016431,-166.75408570019658,1620909.73879795,-0.00010287684854300382,-0.010287684854300382
2009Q1,1072.149,1259621.0,88.543,1210.8794596975479,1422609.3536473804,-107.31877306739648,1556062.88016431,-6.896814674742727e-05,-0.006896814674742727
2009Q2,1022.956,1194910.0,88.396,1157.2424091587854,1351769.3108285444,-53.63705053876242,1422609.3536473804,-3.770328825776675e-05,-0.003770328825776675
2009Q3,1061.815,1174112.0,88.501,1199.7774036451565,1326665.2354210685,42.53499448637103,1351769.3108285444,3.146616374971549e-05,0.0031466163749715487
2009Q4,1187.161,1177235.0,88.781,1337.1791261643818,1325998.806050844,137.40172251922536,1326665.2354210685,0.00010356924931074689,0.01035692493107469
2010Q1,1287.455,1182835.0,89.036,1445.9937553349205,1328490.722853677,108.81462917053864,1325998.806050844,8.206238849838471e-05,0.008206238849838472
2010Q2,1317.969,1234758.0,89.471,1473.0683685216438,1380065.0490102938,27.074613186723354,1328490.722853677,2.0379979115371973e-05,0.0020379979115371974
